MutationCoverage,ReturnValsMutator,ConditionalsBoundaryMutator,VoidMethodCallMutator,IncrementsMutator,NegateConditionalsMutator,MathMutator,LineCoverage,Project,Tool
0.342958958,0.5342150661,0.3821892393,0.2422018349,0.2903225806,0.3212169103,0.3086124402,0.549213366,bcel,evo
0.3430818383,0.5342150661,0.3821892393,0.2425688073,0.2903225806,0.3212169103,0.3086124402,0.549213366,bcel,evo
0.342958958,0.5342150661,0.3821892393,0.2422018349,0.2903225806,0.3212169103,0.3086124402,0.549213366,bcel,evo
0.3430818383,0.5342150661,0.3821892393,0.2425688073,0.2903225806,0.3212169103,0.3086124402,0.549213366,bcel,evo
0.342958958,0.5342150661,0.3821892393,0.2422018349,0.2903225806,0.3212169103,0.3086124402,0.549213366,bcel,evo
0.342958958,0.5342150661,0.3821892393,0.2422018349,0.2903225806,0.3212169103,0.3086124402,0.549213366,bcel,evo
0.342958958,0.5342150661,0.3821892393,0.2422018349,0.2903225806,0.3212169103,0.3086124402,0.549213366,bcel,evo
0.342958958,0.5342150661,0.3821892393,0.2422018349,0.2903225806,0.3212169103,0.3086124402,0.549213366,bcel,evo
0.342958958,0.5342150661,0.3821892393,0.2422018349,0.2903225806,0.3212169103,0.3086124402,0.549213366,bcel,evo
0.342958958,0.5342150661,0.3821892393,0.2422018349,0.2903225806,0.3212169103,0.3086124402,0.549213366,bcel,evo
0.3352174982,0.4836112708,0.4063079777,0.2194495413,0.3279569892,0.3461082576,0.3181818182,0.570406969,bcel,evo
0.3349717375,0.4836112708,0.4063079777,0.2190825688,0.3279569892,0.3457131569,0.3181818182,0.570406969,bcel,evo
0.3350946178,0.4836112708,0.4063079777,0.2194495413,0.3279569892,0.3457131569,0.3181818182,0.570406969,bcel,evo
0.3353403785,0.4836112708,0.4063079777,0.2198165138,0.3279569892,0.3461082576,0.3181818182,0.570406969,bcel,evo
0.3350946178,0.4836112708,0.4063079777,0.2194495413,0.3279569892,0.3457131569,0.3181818182,0.570406969,bcel,evo
0.3353403785,0.4836112708,0.4063079777,0.2198165138,0.3279569892,0.3461082576,0.3181818182,0.570406969,bcel,evo
0.3353403785,0.4836112708,0.4063079777,0.2198165138,0.3279569892,0.3461082576,0.3181818182,0.570406969,bcel,evo
0.3350946178,0.4836112708,0.4063079777,0.2194495413,0.3279569892,0.3457131569,0.3181818182,0.570406969,bcel,evo
0.3353403785,0.4836112708,0.4063079777,0.2198165138,0.3279569892,0.3461082576,0.3181818182,0.570406969,bcel,evo
0.3353403785,0.4836112708,0.4063079777,0.2198165138,0.3279569892,0.3461082576,0.3181818182,0.570406969,bcel,evo
0.2855738511,0.4381828637,0.3580705009,0.2146788991,0.252688172,0.2489134729,0.2559808612,0.490378364,bcel,evo
0.2855738511,0.4381828637,0.3580705009,0.2146788991,0.252688172,0.2489134729,0.2559808612,0.490378364,bcel,evo
0.2855738511,0.4381828637,0.3580705009,0.2146788991,0.252688172,0.2489134729,0.2559808612,0.490378364,bcel,evo
0.2856967314,0.4381828637,0.3580705009,0.2150458716,0.252688172,0.2489134729,0.2559808612,0.490378364,bcel,evo
0.2855738511,0.4381828637,0.3580705009,0.2146788991,0.252688172,0.2489134729,0.2559808612,0.490378364,bcel,evo
0.2855738511,0.4381828637,0.3580705009,0.2146788991,0.252688172,0.2489134729,0.2559808612,0.490378364,bcel,evo
0.2856967314,0.4381828637,0.3580705009,0.2150458716,0.252688172,0.2489134729,0.2559808612,0.490378364,bcel,evo
0.2855738511,0.4381828637,0.3580705009,0.2146788991,0.252688172,0.2489134729,0.2559808612,0.490378364,bcel,evo
0.2855738511,0.4381828637,0.3580705009,0.2146788991,0.252688172,0.2489134729,0.2559808612,0.490378364,bcel,evo
0.2855738511,0.4381828637,0.3580705009,0.2146788991,0.252688172,0.2489134729,0.2559808612,0.490378364,bcel,evo
0.2941754731,0.4548591144,0.3525046382,0.2223853211,0.252688172,0.2568154879,0.2631578947,0.480171629,bcel,evo
0.2941754731,0.4548591144,0.3525046382,0.2227522936,0.252688172,0.2564203872,0.2631578947,0.480171629,bcel,evo
0.2941754731,0.4548591144,0.3525046382,0.2227522936,0.252688172,0.2564203872,0.2631578947,0.480171629,bcel,evo
0.2941754731,0.4548591144,0.3525046382,0.2227522936,0.252688172,0.2564203872,0.2631578947,0.480171629,bcel,evo
0.2941754731,0.4548591144,0.3525046382,0.2223853211,0.252688172,0.2568154879,0.2631578947,0.480171629,bcel,evo
0.2941754731,0.4548591144,0.3525046382,0.2227522936,0.252688172,0.2564203872,0.2631578947,0.480171629,bcel,evo
0.2941754731,0.4548591144,0.3525046382,0.2223853211,0.252688172,0.2568154879,0.2631578947,0.480171629,bcel,evo
0.2941754731,0.4548591144,0.3525046382,0.2223853211,0.252688172,0.2568154879,0.2631578947,0.480171629,bcel,evo
0.2942983534,0.4548591144,0.3525046382,0.2227522936,0.252688172,0.2568154879,0.2631578947,0.480171629,bcel,evo
0.2940525928,0.4548591144,0.3525046382,0.2223853211,0.252688172,0.2564203872,0.2631578947,0.480171629,bcel,evo
0.303760137625952,0.454284071305348,0.36178107606679,0.215412844036697,0.28494623655914,0.293164757013038,0.251196172248804,0.498634768,bcel,evo
0.303760137625952,0.454284071305348,0.36178107606679,0.215412844036697,0.28494623655914,0.293164757013038,0.251196172248804,0.498634768,bcel,evo
0.303760137625952,0.454284071305348,0.36178107606679,0.215412844036697,0.28494623655914,0.293164757013038,0.251196172248804,0.498634768,bcel,evo
0.303760137625952,0.454284071305348,0.36178107606679,0.215412844036697,0.28494623655914,0.293164757013038,0.251196172248804,0.498634768,bcel,evo
0.303760137625952,0.454284071305348,0.36178107606679,0.215412844036697,0.28494623655914,0.293164757013038,0.251196172248804,0.498634768,bcel,evo
0.303760137625952,0.454284071305348,0.36178107606679,0.215412844036697,0.28494623655914,0.293164757013038,0.251196172248804,0.498634768,bcel,evo
