MutationCoverage,ReturnValsMutator,ConditionalsBoundaryMutator,VoidMethodCallMutator,IncrementsMutator,NegateConditionalsMutator,MathMutator,LineCoverage,Project,Tool
0.304866060457115,0.351351351351351,0.343228200371058,0.19045871559633,0.494623655913978,0.361517186882655,0.380382775119617,0.478676375,bcel,manual
0.304743180142541,0.350776308223117,0.343228200371058,0.19045871559633,0.494623655913978,0.361517186882655,0.380382775119617,0.478676375,bcel,manual
0.304866060457115,0.351351351351351,0.343228200371058,0.19045871559633,0.494623655913978,0.361517186882655,0.380382775119617,0.478676375,bcel,manual
0.304743180142541,0.350776308223117,0.343228200371058,0.19045871559633,0.494623655913978,0.361517186882655,0.380382775119617,0.478676375,bcel,manual
0.304866060457115,0.351351351351351,0.343228200371058,0.19045871559633,0.494623655913978,0.361517186882655,0.380382775119617,0.478676375,bcel,manual
0.304743180142541,0.350776308223117,0.343228200371058,0.19045871559633,0.494623655913978,0.361517186882655,0.380382775119617,0.478676375,bcel,manual
0.3040058982551,0.350776308223117,0.341372912801484,0.190091743119266,0.494623655913978,0.360331884630581,0.37799043062201,0.478676375,bcel,manual
0.304743180142541,0.350776308223117,0.343228200371058,0.19045871559633,0.494623655913978,0.361517186882655,0.380382775119617,0.478676375,bcel,manual
0.304743180142541,0.350776308223117,0.343228200371058,0.19045871559633,0.494623655913978,0.361517186882655,0.380382775119617,0.478676375,bcel,manual
0.304866060457115,0.351351351351351,0.343228200371058,0.19045871559633,0.494623655913978,0.361517186882655,0.380382775119617,0.478676375,bcel,manual
0.898666666666667,0.846846846846847,0.657142857142857,0.871794871794872,1,0.961876832844575,0.925925925925926,0.9669967,cli,manual
0.898666666666667,0.846846846846847,0.657142857142857,0.871794871794872,1,0.961876832844575,0.925925925925926,0.9669967,cli,manual
0.898666666666667,0.846846846846847,0.657142857142857,0.871794871794872,1,0.961876832844575,0.925925925925926,0.9669967,cli,manual
0.898666666666667,0.846846846846847,0.657142857142857,0.871794871794872,1,0.961876832844575,0.925925925925926,0.9669967,cli,manual
0.898666666666667,0.846846846846847,0.657142857142857,0.871794871794872,1,0.961876832844575,0.925925925925926,0.9669967,cli,manual
0.898666666666667,0.846846846846847,0.657142857142857,0.871794871794872,1,0.961876832844575,0.925925925925926,0.9669967,cli,manual
0.898666666666667,0.846846846846847,0.657142857142857,0.871794871794872,1,0.961876832844575,0.925925925925926,0.9669967,cli,manual
0.898666666666667,0.846846846846847,0.657142857142857,0.871794871794872,1,0.961876832844575,0.925925925925926,0.9669967,cli,manual
0.898666666666667,0.846846846846847,0.657142857142857,0.871794871794872,1,0.961876832844575,0.925925925925926,0.9669967,cli,manual
0.898666666666667,0.846846846846847,0.657142857142857,0.871794871794872,1,0.961876832844575,0.925925925925926,0.9669967,cli,manual
0.867261904761905,0.830213903743315,0.656387665198238,0.843648208469055,0.905660377358491,0.935384615384615,0.878177966101695,0.920874152,codec,manual
0.866964285714286,0.830213903743315,0.656387665198238,0.840390879478827,0.905660377358491,0.935384615384615,0.878177966101695,0.920120573,codec,manual
0.866666666666667,0.830213903743315,0.656387665198238,0.840390879478827,0.905660377358491,0.935384615384615,0.877118644067797,0.920120573,codec,manual
0.867559523809524,0.830213903743315,0.656387665198238,0.843648208469055,0.905660377358491,0.935384615384615,0.879237288135593,0.920874152,codec,manual
0.867559523809524,0.830213903743315,0.656387665198238,0.843648208469055,0.905660377358491,0.935384615384615,0.879237288135593,0.920874152,codec,manual
0.867559523809524,0.830213903743315,0.656387665198238,0.843648208469055,0.905660377358491,0.935384615384615,0.879237288135593,0.920874152,codec,manual
0.867559523809524,0.830213903743315,0.656387665198238,0.843648208469055,0.905660377358491,0.935384615384615,0.879237288135593,0.920874152,codec,manual
0.867261904761905,0.830213903743315,0.656387665198238,0.843648208469055,0.905660377358491,0.935384615384615,0.878177966101695,0.920874152,codec,manual
0.867559523809524,0.830213903743315,0.656387665198238,0.843648208469055,0.905660377358491,0.935384615384615,0.879237288135593,0.920874152,codec,manual
0.867559523809524,0.830213903743315,0.656387665198238,0.843648208469055,0.905660377358491,0.935384615384615,0.879237288135593,0.920874152,codec,manual
0.82670906200318,0.897435897435897,0.533333333333333,0.82258064516129,0.727272727272727,0.893617021276596,0.36734693877551,0.918,csv,manual
0.82670906200318,0.897435897435897,0.533333333333333,0.82258064516129,0.727272727272727,0.893617021276596,0.36734693877551,0.918,csv,manual
0.82670906200318,0.897435897435897,0.533333333333333,0.82258064516129,0.727272727272727,0.893617021276596,0.36734693877551,0.918,csv,manual
0.82670906200318,0.897435897435897,0.533333333333333,0.82258064516129,0.727272727272727,0.893617021276596,0.36734693877551,0.918,csv,manual
0.82670906200318,0.897435897435897,0.533333333333333,0.82258064516129,0.727272727272727,0.893617021276596,0.36734693877551,0.918,csv,manual
0.82670906200318,0.897435897435897,0.533333333333333,0.82258064516129,0.727272727272727,0.893617021276596,0.36734693877551,0.918,csv,manual
0.82670906200318,0.897435897435897,0.533333333333333,0.82258064516129,0.727272727272727,0.893617021276596,0.36734693877551,0.918,csv,manual
0.82670906200318,0.897435897435897,0.533333333333333,0.82258064516129,0.727272727272727,0.893617021276596,0.36734693877551,0.918,csv,manual
0.82670906200318,0.897435897435897,0.533333333333333,0.82258064516129,0.727272727272727,0.893617021276596,0.36734693877551,0.918,csv,manual
0.82670906200318,0.897435897435897,0.533333333333333,0.82258064516129,0.727272727272727,0.893617021276596,0.36734693877551,0.918,csv,manual
0.61617900172117,0.586387434554974,0.285714285714286,0.435897435897436,1,0.746781115879828,0.714285714285714,0.815187557,e-mail,manual
