MutationCoverage,InvertNegsMutator,ReturnValsMutator,ConditionalsBoundaryMutator,IncrementsMutator,NegateConditionalsMutator,MathMutator,LineCoverage,Project,Tool
0.720854922279793,0.685714285714286,0.864583333333333,0.423645320197044,0.2,0.773584905660377,0.71319018404908,0.88260497,statistics,evo
0.720854922279793,0.685714285714286,0.864583333333333,0.423645320197044,0.2,0.773584905660377,0.71319018404908,0.88260497,statistics,evo
0.720854922279793,0.685714285714286,0.864583333333333,0.423645320197044,0.2,0.773584905660377,0.71319018404908,0.88260497,statistics,evo
0.720854922279793,0.685714285714286,0.864583333333333,0.423645320197044,0.2,0.773584905660377,0.71319018404908,0.88260497,statistics,evo
0.720854922279793,0.685714285714286,0.864583333333333,0.423645320197044,0.2,0.773584905660377,0.71319018404908,0.88260497,statistics,evo
0.720854922279793,0.685714285714286,0.864583333333333,0.423645320197044,0.2,0.773584905660377,0.71319018404908,0.88260497,statistics,evo
0.720854922279793,0.685714285714286,0.864583333333333,0.423645320197044,0.2,0.773584905660377,0.71319018404908,0.88260497,statistics,evo
0.720854922279793,0.685714285714286,0.864583333333333,0.423645320197044,0.2,0.773584905660377,0.71319018404908,0.88260497,statistics,evo
0.720854922279793,0.685714285714286,0.864583333333333,0.423645320197044,0.2,0.773584905660377,0.71319018404908,0.88260497,statistics,evo
0.720854922279793,0.685714285714286,0.864583333333333,0.423645320197044,0.2,0.773584905660377,0.71319018404908,0.88260497,statistics,evo
0.746761658031088,0.714285714285714,0.903645833333333,0.507389162561576,0.6,0.826415094339623,0.699386503067485,0.952870608,statistics,evo
0.746113989637306,0.714285714285714,0.903645833333333,0.507389162561576,0.6,0.826415094339623,0.697852760736196,0.952870608,statistics,evo
0.746761658031088,0.714285714285714,0.903645833333333,0.507389162561576,0.6,0.826415094339623,0.699386503067485,0.952870608,statistics,evo
0.746761658031088,0.714285714285714,0.903645833333333,0.507389162561576,0.6,0.826415094339623,0.699386503067485,0.952870608,statistics,evo
0.746113989637306,0.714285714285714,0.903645833333333,0.507389162561576,0.6,0.826415094339623,0.697852760736196,0.952870608,statistics,evo
0.745466321243523,0.714285714285714,0.903645833333333,0.507389162561576,0.6,0.826415094339623,0.696319018404908,0.952870608,statistics,evo
0.746761658031088,0.714285714285714,0.903645833333333,0.507389162561576,0.6,0.826415094339623,0.699386503067485,0.952870608,statistics,evo
0.744818652849741,0.714285714285714,0.903645833333333,0.507389162561576,0.6,0.826415094339623,0.69478527607362,0.952870608,statistics,evo
0.746113989637306,0.714285714285714,0.903645833333333,0.507389162561576,0.6,0.826415094339623,0.697852760736196,0.952870608,statistics,evo
0.746113989637306,0.714285714285714,0.903645833333333,0.507389162561576,0.6,0.826415094339623,0.697852760736196,0.952870608,statistics,evo
0.715673575129534,0.685714285714286,0.893229166666667,0.463054187192118,0.6,0.818867924528302,0.650306748466258,0.952870608,statistics,evo
0.715673575129534,0.685714285714286,0.893229166666667,0.463054187192118,0.6,0.818867924528302,0.650306748466258,0.952870608,statistics,evo
0.715673575129534,0.685714285714286,0.893229166666667,0.463054187192118,0.6,0.818867924528302,0.650306748466258,0.952870608,statistics,evo
0.715673575129534,0.685714285714286,0.893229166666667,0.463054187192118,0.6,0.818867924528302,0.650306748466258,0.952870608,statistics,evo
0.715673575129534,0.685714285714286,0.893229166666667,0.463054187192118,0.6,0.818867924528302,0.650306748466258,0.952870608,statistics,evo
0.715673575129534,0.685714285714286,0.893229166666667,0.463054187192118,0.6,0.818867924528302,0.650306748466258,0.952870608,statistics,evo
0.715673575129534,0.685714285714286,0.893229166666667,0.463054187192118,0.6,0.818867924528302,0.650306748466258,0.952870608,statistics,evo
0.715673575129534,0.685714285714286,0.893229166666667,0.463054187192118,0.6,0.818867924528302,0.650306748466258,0.952870608,statistics,evo
0.715673575129534,0.685714285714286,0.893229166666667,0.463054187192118,0.6,0.818867924528302,0.650306748466258,0.952870608,statistics,evo
0.715673575129534,0.685714285714286,0.893229166666667,0.463054187192118,0.6,0.818867924528302,0.650306748466258,0.952870608,statistics,evo
0.742875647668394,0.685714285714286,0.8984375,0.458128078817734,0.6,0.818867924528302,0.71319018404908,0.969151671,statistics,evo
0.742875647668394,0.685714285714286,0.8984375,0.458128078817734,0.6,0.818867924528302,0.71319018404908,0.969151671,statistics,evo
0.742875647668394,0.685714285714286,0.8984375,0.458128078817734,0.6,0.818867924528302,0.71319018404908,0.969151671,statistics,evo
0.742875647668394,0.685714285714286,0.8984375,0.458128078817734,0.6,0.818867924528302,0.71319018404908,0.969151671,statistics,evo
0.742875647668394,0.685714285714286,0.8984375,0.458128078817734,0.6,0.818867924528302,0.71319018404908,0.969151671,statistics,evo
0.742875647668394,0.685714285714286,0.8984375,0.458128078817734,0.6,0.818867924528302,0.71319018404908,0.969151671,statistics,evo
0.742875647668394,0.685714285714286,0.8984375,0.458128078817734,0.6,0.818867924528302,0.71319018404908,0.969151671,statistics,evo
0.742875647668394,0.685714285714286,0.8984375,0.458128078817734,0.6,0.818867924528302,0.71319018404908,0.969151671,statistics,evo
0.742875647668394,0.685714285714286,0.8984375,0.458128078817734,0.6,0.818867924528302,0.71319018404908,0.969151671,statistics,evo
0.742875647668394,0.685714285714286,0.8984375,0.458128078817734,0.6,0.818867924528302,0.71319018404908,0.969151671,statistics,evo
0.713730569948187,0.685714285714286,0.880208333333333,0.487684729064039,0.6,0.781132075471698,0.661042944785276,0.968294773,statistics,evo
0.713730569948187,0.685714285714286,0.880208333333333,0.487684729064039,0.6,0.781132075471698,0.661042944785276,0.968294773,statistics,evo
