MutationCoverage,InvertNegsMutator,ReturnValsMutator,ConditionalsBoundaryMutator,VoidMethodCallMutator,IncrementsMutator,NegateConditionalsMutator,MathMutator,LineCoverage,Project,Tool
0.4836809816,0.1666666667,0.4124688279,0.4151260504,0.4241540257,0.7116704805,0.5370138018,0.5001359065,0.652804947,imaging,manual
0.8656350544,0.95,0.8918299822,0.5274074074,0.8032128514,0.9535962877,0.9640439932,0.81,0.953141499,lang,manual
